,route_name,route_ID,type_string,sector_ID,parent_sector,parent_loc,num_votes,adjusted_num_votes,mean_rating,median_rating,mode_rating,RQI_mean,RQI_median,ARQI_mean,ARQI_median,nopm_YDS,YDS_rank,safety,state
30263,Loose Block Overhang,105975225,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",41,58.442265368920765,2.707317073170732,2.7884615384615383,3.0,2.6412849494348603,2.720450281425891,2.660992430276063,2.7407484404004143,5.9,93,,Oregon
30264,"Hammer, The",106830474,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",48,68.42021311483407,2.3958333333333335,2.4047619047619047,2.0,2.345920138888889,2.354662698412698,2.3608168780452994,2.3696149533672073,5.9,93,,Oregon
30265,From Something to Nothing,106477909,sport,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",26,52.48784023962584,2.6538461538461537,2.7142857142857144,3.0,2.551775147928994,2.60989010989011,2.603284992599465,2.662573056613118,5.11a/b,111,,Oregon
30266,The Sickle,106431341,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",105,127.67696273010729,2.3714285714285714,2.309090909090909,2.0,2.348843537414966,2.2870995670995673,2.3528549108345183,2.291005493682242,5.8/9,85,,Oregon
30267,Scorpion Seam,106194594,sport,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",1,6.5564439946018895,3.0,3.0,3.0,0.0,0.0,2.542434892684207,2.542434892684207,5.12c/d,125,,Oregon
30268,Chockstone Chimney,106211681,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",9,13.009340907827461,1.7777777777777777,1.8,2.0,1.5802469135802468,1.5999999999999999,1.641123831173294,1.6616378790629605,5.8/9,91,,Oregon
30269,Big Bird,117374555,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",9,20.553496062306923,3.7777777777777777,3.857142857142857,4.0,3.3580246913580245,3.4285714285714284,3.5939755785642897,3.66947926718959,5.10c/d,105,,Oregon
30270,Demian,117384158,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",1,1.8009066411698458,2.0,2.0,2.0,0.0,0.0,0.8894482621815278,0.8894482621815278,5.10d,106,PG,Oregon
30271,Sesame Street,106116195,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",27,39.07622546054216,3.037037037037037,3.022727272727273,3.0,2.9245541838134432,2.9107744107744113,2.959316197799283,2.9453726347830447,5.9+,95,,Oregon
30272,B.F.D.,106477935,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",4,5.789070438598839,2.0,2.0,2.0,1.5,1.5,1.6545213914370558,1.6545213914370558,5.9+,95,,Oregon
30273,Circus Act to Black Prow,110584578,trad,108302891,(2) Hanging Gardens,"[-122.37726, 45.54039]",1,3.001728962179526,3.0,3.0,3.0,0.0,0.0,2.0005759887722405,2.0005759887722405,5.12a/b,121,,Oregon
30274,Double Dutch Left,113844563,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",34,40.750755198455124,2.4705882352941178,2.35,2.0,2.397923875432526,2.2808823529411764,2.4099614267046223,2.292332357067849,5.7,73,,Oregon
30275,Double Dutch Scotty,113839882,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",17,22.96108983442103,2.764705882352941,2.8461538461538463,3.0,2.602076124567474,2.6787330316742084,2.6442975784662344,2.7221983254586934,5.8,83,,Oregon
30276,Mixin' It Up,115124742,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",7,10.279388048790533,2.7142857142857144,2.8,3.0,2.3265306122448983,2.4,2.450234420434124,2.5276102442373065,5.10b,102,,Oregon
30277,Lost in the Delta Neighborhood,113807105,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",2,2.9369680139401524,2.0,2.0,2.0,1.0,1.0,1.3190256105932672,1.3190256105932672,5.10b,102,PG,Oregon
30278,Rising Desperation,113772054,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",37,47.46832047806335,3.054054054054054,3.04,3.0,2.9715120525931336,2.957837837837838,2.989715269296219,2.9759572875260063,5.10a,100,,Oregon
30279,Hungry for Duress,119370191,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",2,2.565855160976397,1.5,1.5,1.0,0.75,0.75,0.9153995818574585,0.9153995818574585,5.10a,100,,Oregon
30280,Time to Kill,113766181,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",3,6.082478504886092,2.6666666666666665,2.75,3.0,1.777777777777778,1.8333333333333335,2.228248895929866,2.297881673927675,5.12a,120,,Oregon
30281,Scott Free,113818776,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",10,20.274928349620307,3.6,3.6666666666666665,4.0,3.24,3.3,3.422440802851596,3.4858193362377365,5.12a,120,,Oregon
30282,Full Spank Mode,113767315,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",5,10.137464174810153,3.4,3.3333333333333335,3.0,2.72,2.666666666666667,3.0646104053863477,3.004520005280733,5.12a,120,PG,Oregon
30283,Subway to Venus,113844599,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",1,4.687142989399621,4.0,4.0,4.0,0.0,0.0,3.146601669919961,3.146601669919961,5.12b/c,123,,Oregon
30284,Spectrum,119383450,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",2,3.501076302879662,2.0,2.0,2.0,1.0,1.0,1.4287470974697167,1.4287470974697167,5.10c,104,PG,Oregon
30285,Scotty Hits the Warp Drive,113925718,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",5,8.752690757199154,2.8,2.875,3.0,2.2399999999999998,2.3000000000000003,2.4800983745830414,2.546529581045087,5.10c,104,,Oregon
30286,Primary Gobbler,114608383,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",14,24.507534120157636,2.9285714285714284,2.9444444444444446,3.0,2.7193877551020407,2.734126984126984,2.8090746479400934,2.8242999847852976,5.10c,104,,Oregon
30287,Mr. Noodle Arm Goes Limp,113766282,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",7,15.85236545682103,3.0,3.0,3.0,2.5714285714285716,2.5714285714285716,2.810753795187762,2.810753795187762,5.11b,112,R,Oregon
30288,Superstrings,113772223,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",30,42.55137902823881,2.566666666666667,2.6333333333333333,3.0,2.4811111111111113,2.5455555555555556,2.5063474308326574,2.571447364101038,5.10c,104,,Oregon
30289,Double Dutch Right,114623259,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",36,42.41500306024904,2.2777777777777777,2.18,2.0,2.214506172839506,2.1194444444444445,2.224075606059382,2.1286030922382966,5.6,63,,Oregon
30290,Catharsis P1,113772203,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",43,51.86118211995266,2.558139534883721,2.4761904761904763,2.0,2.498647917793402,2.4186046511627906,2.5088128625960193,2.428443965699004,5.9,93,,Oregon
30291,Pillow Talk,113929442,sport,112449044,(4) Main Wall,"[-122.45762, 45.3906]",17,30.994811525930064,2.1176470588235294,2.111111111111111,2.0,1.9930795847750864,1.9869281045751634,2.049324428209953,2.0429993528142436,5.10b/c,103,,Oregon
30292,Sultans of Swing,113839817,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",3,4.818781053518575,2.0,2.0,2.0,1.3333333333333335,1.3333333333333335,1.5849572790737938,1.5849572790737938,5.10a/b,101,PG,Oregon
30293,Ant Abuse,113776940,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",17,27.30642596993859,3.0588235294117645,3.0625,3.0,2.8788927335640135,2.8823529411764706,2.946805078781162,2.9503469118085435,5.10a/b,101,PG,Oregon
30294,Sisters of the Road,113925702,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",4,7.203626564679383,2.75,2.8333333333333335,3.0,2.0625,2.125,2.3682478401249,2.4400129261892913,5.10d,106,,Oregon
30295,Catharsis full,118983642,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",1,3.4947005482006537,4.0,4.0,4.0,0.0,0.0,2.8554097998297694,2.8554097998297694,5.11d,116,R,Oregon
30296,Trauma Center,118183213,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",2,5.355129156945937,2.5,2.5,2.0,1.25,1.25,2.033157851709824,2.033157851709824,5.11b/c,113,,Oregon
30297,"Beam Me Up, Mr. Scott",116137243,trad,112449044,(4) Main Wall,"[-122.45762, 45.3906]",5,11.93302853056116,3.0,3.0,3.0,2.4000000000000004,2.4000000000000004,2.748596930584987,2.748596930584987,5.11c,114,,Oregon
30298,Polish Photo Route,119038161,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.1985516234839741,2.0,2.0,2.0,0.0,0.0,0.33131926834627334,0.33131926834627334,5.7,73,,Oregon
30299,Arete,119037432,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.2829275804881985,3.0,3.0,3.0,0.0,0.0,0.6615983274298337,0.6615983274298337,5.10a,100,,Oregon
30300,Child's Play,119037552,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.750538151439831,3.0,3.0,3.0,0.0,0.0,1.2862412924091502,1.2862412924091502,5.10c,104,PG,Oregon
30301,Arching Crack,119037373,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.750538151439831,3.0,3.0,3.0,0.0,0.0,1.2862412924091502,1.2862412924091502,5.10c,104,,Oregon
30302,Slippery Gold,119037307,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.135918122867783,4.0,4.0,4.0,0.0,0.0,0.47861943614259417,0.47861943614259417,5.10a,100,R,Oregon
30303,Rain Dance,119038582,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.135918122867783,4.0,4.0,4.0,0.0,0.0,0.47861943614259417,0.47861943614259417,5.10a,100,,Oregon
30304,Slippery When Wet,119038481,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.2060740027895966,3.0,3.0,3.0,0.0,0.0,0.5125904438192594,0.5125904438192594,5.9,93,,Oregon
30305,Sportholio,119037207,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.6942128216765526,3.0,3.0,3.0,0.0,0.0,1.2292661455416969,1.2292661455416969,5.10d,106,,Oregon
30306,Tricks are for Kids,119038302,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.1673071759254852,3.0,3.0,3.0,0.0,0.0,0.42998238863606175,0.42998238863606175,5.7,73,,Oregon
30307,Domes Do It,119038220,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.1673071759254852,2.0,2.0,2.0,0.0,0.0,0.2866549257573745,0.2866549257573745,5.7,73,,Oregon
30308,Bowling for Bunnies,119038400,sport,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.1325960057141258,2.0,2.0,2.0,0.0,0.0,0.2341452822456691,0.2341452822456691,5.8/9,85,,Oregon
30309,Wandering Soul,106578124,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,2.283721784700769,3.0,3.0,3.0,0.0,0.0,1.68635487032713,1.68635487032713,5.10c/d,105,PG,Oregon
30310,Strange Force,119037783,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,1.8009066411698458,4.0,4.0,4.0,0.0,0.0,1.7788965243630557,1.7788965243630557,5.10d,106,PG,Oregon
30311,Gavin's Straight Up,119038054,trad,106578118,Rabbit Ears (Rogue),"[-122.44263, 43.00775]",1,2.6775645784729685,3.0,3.0,3.0,0.0,0.0,1.8795788441035777,1.8795788441035777,5.11b/c,113,PG,Oregon
30312,Left Ear,117899865,trad,117899853,Elephant Wall,"[-121.84378, 42.67138]",1,1.1985516234839741,1.0,1.0,1.0,0.0,0.0,0.16565963417313667,0.16565963417313667,5.7,73,,Oregon
30313,Elephant Express,117899912,sport,117899853,Elephant Wall,"[-121.84378, 42.67138]",7,7.9514268600744815,3.4285714285714284,3.375,3.0,2.938775510204082,2.8928571428571432,2.9973819717725623,2.950547878463616,5.10a,100,,Oregon
30314,Right Ear,117899872,trad,117899853,Elephant Wall,"[-121.84378, 42.67138]",1,1.425421106559043,1.0,1.0,1.0,0.0,0.0,0.29845293057713074,0.29845293057713074,5.9,93,,Oregon
30315,Elephant Direct,117899858,trad,117899853,Elephant Wall,"[-121.84378, 42.67138]",2,2.850842213118086,2.5,2.5,2.0,1.25,1.25,1.6230661632214134,1.6230661632214134,5.9,93,,Oregon
30316,Casey's Elephant,117899893,trad,117899853,Elephant Wall,"[-121.84378, 42.67138]",2,3.2125207023457167,2.5,2.5,2.0,1.25,1.25,1.7217948982633635,1.7217948982633635,5.10a/b,101,,Oregon
30317,Harry's Follies,117899560,trad,117899382,1st Wall,"[-121.84392, 42.67136]",1,1.1985516234839741,1.0,1.0,1.0,0.0,0.0,0.16565963417313667,0.16565963417313667,5.7,73,,Oregon
30318,Boner,117899618,trad,117899382,1st Wall,"[-121.84392, 42.67136]",4,4.794206493935897,2.5,2.5,2.0,1.875,1.875,1.9785372713582106,1.9785372713582106,5.7,73,,Oregon
30319,Cam's Jams,117899552,trad,117899382,1st Wall,"[-121.84392, 42.67136]",5,6.753261716006186,3.6,3.875,4.0,2.8800000000000003,3.1,3.066924258026682,3.3012031944037203,5.8,83,,Oregon
30320,Boner Direct,117899599,trad,117899382,1st Wall,"[-121.84392, 42.67136]",3,4.051957029603711,2.3333333333333335,2.25,2.0,1.5555555555555558,1.5000000000000002,1.7574799083621566,1.6947127687777939,5.8,83,,Oregon
30321,"""Huggy Bears"" Iron Man Variation",117899521,trad,117899382,1st Wall,"[-121.84392, 42.67136]",2,2.7013046864024743,2.5,2.5,2.0,1.25,1.25,1.574521281296323,1.574521281296323,5.8,83,,Oregon
30322,Iron Man,117899535,trad,117899382,1st Wall,"[-121.84392, 42.67136]",4,5.131710321952794,4.0,4.0,4.0,3.0,3.0,3.2205327758099447,3.2205327758099447,5.10a,100,,Oregon
30323,The Crimp,117899421,sport,117899382,1st Wall,"[-121.84392, 42.67136]",1,2.0274928349620307,2.0,2.0,2.0,0.0,0.0,1.0135600158421993,1.0135600158421993,5.12a,120,,Oregon
30324,Left Crimp,117899400,sport,117899382,1st Wall,"[-121.84392, 42.67136]",1,2.7318992211470383,1.0,1.0,1.0,0.0,0.0,0.6339542863590218,0.6339542863590218,5.11d,116,,Oregon
30325,Iron Horse,117899512,trad,117899382,1st Wall,"[-121.84392, 42.67136]",1,2.2646236366887185,2.0,2.0,2.0,0.0,0.0,1.1168510442095558,1.1168510442095558,5.11b,112,,Oregon
30326,Ajax Variation,117899579,trad,117899382,1st Wall,"[-121.84392, 42.67136]",2,2.3563890589027245,2.0,2.0,1.0,1.0,1.0,1.1512437250360859,1.1512437250360859,5.6,63,,Oregon
30327,Ajax,117899583,trad,117899382,1st Wall,"[-121.84392, 42.67136]",3,3.534583588354087,2.0,2.0,2.0,1.3333333333333335,1.3333333333333335,1.4341624833573905,1.4341624833573905,5.6,63,,Oregon
30328,Draino,117899593,trad,117899382,1st Wall,"[-121.84392, 42.67136]",3,4.276263319677129,2.0,2.0,1.0,1.3333333333333335,1.3333333333333335,1.5323019537180873,1.5323019537180873,5.9,93,,Oregon
30329,Airball Direct,117899496,trad,117899382,1st Wall,"[-121.84392, 42.67136]",2,2.850842213118086,2.0,2.0,2.0,1.0,1.0,1.2984529305771306,1.2984529305771306,5.9,93,,Oregon
30330,Middle School,117899660,sport,117899382,1st Wall,"[-121.84392, 42.67136]",4,5.477745137264887,2.75,2.8333333333333335,3.0,2.0625,2.125,2.2479686109724497,2.3160888719110093,5.6,63,,Oregon
30331,Schoolhouse,117899628,trad,117899382,1st Wall,"[-121.84392, 42.67136]",4,5.596008223108592,2.75,2.8333333333333335,3.0,2.0625,2.125,2.2585782775221928,2.3270200435077135,5.4,43,,Oregon
30332,Shin's Nightmare,117899567,trad,117899382,1st Wall,"[-121.84392, 42.67136]",2,2.431942147240139,3.0,3.0,2.0,1.5,1.5,1.7664180237985863,1.7664180237985863,5.8/9,85,,Oregon
30333,Airball,117899453,trad,117899382,1st Wall,"[-121.84392, 42.67136]",3,4.341802828949129,3.6666666666666665,3.75,4.0,2.4444444444444446,2.5000000000000004,2.8221634012905805,2.8863034785926396,5.9+,95,,Oregon
30334,Main Chimney,106253341,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",31,37.1551003280032,2.2903225806451615,2.3214285714285716,2.0,2.2164412070759627,2.2465437788018434,2.228680368393645,2.2589491661535184,5.7,73,,Oregon
30335,Second Column Left Jam,113750247,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",5,6.753261716006186,2.2,2.125,2.0,1.7600000000000002,1.7000000000000002,1.8742314910163058,1.8103372356407499,5.8,83,,Oregon
30336,Fat Crack,105790265,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",30,40.51957029603712,3.0,3.0,3.0,2.9,2.9,2.925961702503706,2.925961702503706,5.8,83,,Oregon
30337,5th Column (aka Sign Face),113385147,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",3,4.051957029603711,1.6666666666666667,1.75,2.0,1.1111111111111114,1.1666666666666667,1.2553427916872548,1.3181099312716174,5.8,83,,Oregon
30338,"4th Column Jam Left - ""Speed Crack""",113385246,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",15,20.25978514801856,2.2,2.090909090909091,2.0,2.0533333333333337,1.9515151515151514,2.0914104970054357,1.987704191368802,5.8,83,,Oregon
30339,Grass Crack,117285579,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",4,5.873936027880305,3.0,3.0,3.0,2.25,2.25,2.4892692079449503,2.4892692079449503,5.10b,102,,Oregon
30340,Right Ski Track,113325902,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",3,3.8487827414645954,2.0,2.0,2.0,1.3333333333333335,1.3333333333333335,1.4803551838732965,1.4803551838732965,5.10a,100,,Oregon
30341,Left Ski Track,106653887,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",11,14.112203385370185,2.5454545454545454,2.7142857142857144,3.0,2.3140495867768593,2.4675324675324677,2.3650819646502352,2.5219496459790776,5.10a,100,,Oregon
30342,Dastardly Crack,118664435,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",3,3.8487827414645954,2.0,1.25,1.0,1.3333333333333335,0.8333333333333335,1.4803551838732965,0.9252219899208103,5.10a,100,,Oregon
30343,Transportation Route,107155278,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",6,7.069167176708174,1.1666666666666667,1.1,1.0,0.9722222222222223,0.9166666666666667,1.0016307243125722,0.9443946829232824,5.6,63,,Oregon
30344,Hard Lieback,105790268,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",17,24.23215881150373,2.764705882352941,2.7777777777777777,3.0,2.602076124567474,2.6143790849673203,2.6506134523775957,2.6631459036890734,5.9,93,,Oregon
30345,Limp Dick,105790262,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",15,28.951912660450184,3.1333333333333333,3.15,3.0,2.9244444444444446,2.94,3.025107898624364,3.041198898085132,5.10b/c,103,,Oregon
30346,Bat Crack,106653873,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",18,21.88747932516125,2.1666666666666665,2.1363636363636362,2.0,2.0462962962962963,2.0176767676767673,2.0676755204282813,2.0387569816810327,5.8/9,85,,Oregon
30347,4th Column Jam,106653900,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",12,17.34578787710328,2.75,2.7857142857142856,3.0,2.520833333333333,2.5535714285714284,2.591460069759642,2.625115395340936,5.8/9,91,,Oregon
30348,Rat Snake Head,117272516,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",1,4.9856704578536295,2.0,2.0,2.0,0.0,0.0,1.598850341813202,1.598850341813202,5.12c,124,R,Oregon
30349,Satisfaction,105790274,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",8,13.925660513025154,2.625,2.7,3.0,2.296875,2.3625000000000003,2.4364990669530724,2.5061133260088746,5.11a,110,,Oregon
30350,Crack a No Go,107126897,trad,105790259,Skinner Butte (aka The Columns),"[-123.09714, 44.05839]",2,8.337693086594037,3.0,3.0,3.0,1.5,1.5,2.6401882428577728,2.6401882428577728,5.12b/c,123,,Oregon
30351,Saddle Crack,118178585,trad,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.1985516234839741,1.0,1.0,1.0,0.0,0.0,0.16565963417313667,0.16565963417313667,5.7,73,R,Oregon
30352,Peregrine Traverse,111000177,trad,111000151,Acker Rock,"[-122.64633, 43.05188]",31,37.1551003280032,3.5161290322580645,3.6842105263157894,4.0,3.4027055150884498,3.565365025466893,3.4214952134493983,3.585052927660644,5.7,73,,Oregon
30353,Strung-Out,118178548,trad,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.3506523432012372,3.0,3.0,3.0,0.0,0.0,0.7788510751111752,0.7788510751111752,5.8,83,,Oregon
30354,Sinister Footwear,115786278,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.135918122867783,3.0,3.0,3.0,0.0,0.0,0.3589645771069456,0.3589645771069456,5.10a,100,,Oregon
30355,Black Magic,115425561,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.4183793009412937,4.0,4.0,4.0,0.0,0.0,1.179879883085266,1.179879883085266,5.10c,104,PG,Oregon
30356,Sunrise Tower,118178527,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.2060740027895966,3.0,3.0,3.0,0.0,0.0,0.5125904438192594,0.5125904438192594,5.9,93,PG,Oregon
30357,Maltese Falcon,115428064,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.2060740027895966,3.0,3.0,3.0,0.0,0.0,0.5125904438192594,0.5125904438192594,5.9,93,PG,Oregon
30358,Wizard Tower,115124333,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",4,4.669228703701941,2.0,2.0,2.0,1.5,1.5,1.5716637314393436,1.5716637314393436,5.7,73,,Oregon
30359,Weenie with a Tan,118178515,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",2,2.3346143518509703,2.5,2.5,2.0,1.25,1.25,1.429159328598359,1.429159328598359,5.7,73,,Oregon
30360,Kill Your Scene,118178562,trad,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.425421106559043,3.0,3.0,3.0,0.0,0.0,0.8953587917313922,0.8953587917313922,5.9,93,PG,Oregon
30361,Sunset Tower,118178455,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.1023356920142837,3.0,3.0,3.0,0.0,0.0,0.2785059744204247,0.2785059744204247,5.8,83,,Oregon
30362,Studio Tan,118178480,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.1023356920142837,3.0,3.0,3.0,0.0,0.0,0.2785059744204247,0.2785059744204247,5.8,83,PG,Oregon
30363,Poodle Bite,118178633,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",2,2.633493563154823,3.0,3.0,3.0,1.5,1.5,1.8608288085556906,1.8608288085556906,5.10b,102,PG,Oregon
30364,Lunch Route,115786425,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.1325960057141258,2.0,2.0,2.0,0.0,0.0,0.2341452822456691,0.2341452822456691,5.8/9,85,PG,Oregon
30365,Orc Bypass,118178670,trad,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.399002055777148,2.0,2.0,2.0,0.0,0.0,0.5704095346100142,0.5704095346100142,5.4,43,R,Oregon
30366,Eagle's Dare,113728534,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",14,15.021748574907301,3.857142857142857,3.9166666666666665,4.0,3.5816326530612246,3.636904761904762,3.600372292923328,3.6559335937400457,5.9+,95,PG,Oregon
30367,Living to See Another Day,118178710,sport,111000151,Acker Rock,"[-122.64633, 43.05188]",1,1.7759306723653072,2.0,2.0,2.0,0.0,0.0,0.8738299128894138,0.8738299128894138,5.5,53,,Oregon
30368,The Generator (pitch-1),118163054,trad,118137750,Arrow Rock,"[-123.55286, 43.24976]",1,1.1985516234839741,2.0,2.0,2.0,0.0,0.0,0.33131926834627334,0.33131926834627334,5.7,73,,Oregon
30369,Upper Arrow Rock,118137786,trad,118137750,Arrow Rock,"[-123.55286, 43.24976]",1,1.2829275804881985,4.0,4.0,4.0,0.0,0.0,0.8821311032397783,0.8821311032397783,5.10a,100,,Oregon
30370,Kosmania,118177805,sport,118137750,Arrow Rock,"[-123.55286, 43.24976]",1,1.135918122867783,2.0,2.0,2.0,0.0,0.0,0.23930971807129708,0.23930971807129708,5.10a,100,,Oregon
30371,Uphill Saddle Crack (Arrow Rock),118177784,trad,118137750,Arrow Rock,"[-123.55286, 43.24976]",1,1.425421106559043,1.0,1.0,1.0,0.0,0.0,0.29845293057713074,0.29845293057713074,5.9,93,,Oregon
30372,Griffin's Crack,118180497,trad,117640609,Griffin's Roost,"[-123.56894, 43.21877]",1,1.1985516234839741,1.0,1.0,1.0,0.0,0.0,0.16565963417313667,0.16565963417313667,5.7,73,,Oregon
30373,A Dance of Dragons,118180062,sport,117640609,Griffin's Roost,"[-123.56894, 43.21877]",1,1.135918122867783,2.0,2.0,2.0,0.0,0.0,0.23930971807129708,0.23930971807129708,5.10a,100,,Oregon
30374,Dragon Songs,117640706,sport,117640609,Griffin's Roost,"[-123.56894, 43.21877]",1,1.4183793009412937,3.0,3.0,3.0,0.0,0.0,0.8849099123139494,0.8849099123139494,5.10c,104,,Oregon
30375,A Feast of Crows,118180448,sport,117640609,Griffin's Roost,"[-123.56894, 43.21877]",1,1.1023356920142837,3.0,3.0,3.0,0.0,0.0,0.2785059744204247,0.2785059744204247,5.8,83,,Oregon
30376,Storm's End,117640714,sport,117640609,Griffin's Roost,"[-123.56894, 43.21877]",1,1.0729820410648072,2.0,2.0,2.0,0.0,0.0,0.13603590418415812,0.13603590418415812,5.9+,95,,Oregon
30377,Strawberry Jamming,111746674,trad,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.1985516234839741,2.0,2.0,2.0,0.0,0.0,0.33131926834627334,0.33131926834627334,5.7,73,,Oregon
30378,Atomic Cafe,118136727,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.135918122867783,1.0,1.0,1.0,0.0,0.0,0.11965485903564854,0.11965485903564854,5.10a,100,,Oregon
30379,Rocky Road,118136790,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.1673071759254852,1.0,1.0,1.0,0.0,0.0,0.14332746287868725,0.14332746287868725,5.7,73,,Oregon
30380,Eat a Peach,118136687,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.1023356920142837,1.0,1.0,1.0,0.0,0.0,0.09283532480680823,0.09283532480680823,5.8,83,,Oregon
30381,Cherry Garcia,118136877,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.1023356920142837,1.0,1.0,1.0,0.0,0.0,0.09283532480680823,0.09283532480680823,5.8,83,,Oregon
30382,Banana Split Republic,118136839,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,1.2468812178839515,1.0,1.0,1.0,0.0,0.0,0.19799898686654926,0.19799898686654926,5.7/8,75,,Oregon
30383,Steve Miller Route,118136768,sport,111746658,Double Chocolate,"[-123.56502, 43.22097]",1,2.0187630861394554,2.0,2.0,2.0,0.0,0.0,1.0092943477460432,1.0092943477460432,5.11a/b,111,,Oregon
